1	1	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	657.4682	12.970325	-0.0369322688765338	3576	1293.3	10.28	7.96	    49.7020e-009	   3.7350e-08
2	1	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	657.7129	13.21661	-0.0345689731277404	3684	1334.2	7.62	6.28	    48.4078e-009	   3.8568e-08
3	1	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	657.1556	11.402353	-0.0320480489431379	3311	1242	11.83	8.97	    48.3533e-009	   3.5841e-08
4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	657.7482	10.671031	-0.0515166810303226	4087	1741.5	39.2	31.2	    48.7235e-009	   3.7599e-08
5	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	1	-1	656.6243	12.50825	-0.0178970489354465	1434	657.9	17.38	11.05	    47.5257e-009	   3.3273e-08
6	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	657.7912	10.20013	-0.00637027288264815	779	145.5	12.7	8.5	    60.0785e-009	   4.0075e-08
7	-1	-1	1	1	-1	-1	1	1	-1	-1	1	1	-1	-1	1	657.2945	11.88211625	-0.0826960522532472	4206	1780.6	363	242	    62.1020e-009	   3.7601e-08
19	1	1	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	649.8688	7.289698	0.0131233188734922	355	714.1	8.77	7.06	    33.3642e-009	   1.8478e-08
8	-1	1	-1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	1	658.1189	9.855467	-0.0411291755800813	3077	1399.8	20.8	15	    51.6804e-009	   4.1712e-08
9	1	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	1	1	659.07	11.010874	-0.0583403229881083	3889	2149.9	15.47	12.57	    47.5782e-009	   4.4216e-08
10	-1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	1	1	-1	651.6813	10.676492	0.01066540538258	589	388.5	39.9	21.4	    29.5780e-009	   2.0623e-08
11	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	655.6717	9.476452	0.000382167274937224	2198	776.4	171.5	103	    38.5864e-009	   3.1596e-08
12	-1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	1	-1	1	656.8121	9.804315	0.00387164594148129	1980	1226.7	123	73	    37.9513e-009	   3.5441e-08
13	1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	1	1	655.6906	10.90446	0.00161314454904624	1130	1471.8	17.1	10	    36.5038e-009	   3.0085e-08
14	-1	-1	1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	657.4468	12.774681	0.0306956520250584	2269	1632.2	121	52.3	    31.6254e-009	   3.6096e-08
15	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	657.2427	6.692352	-0.00339141927512573	669	284	192	142	    41.1499e-009	   3.5365e-08
16	-1	1	-1	-1	1	-1	1	-1	1	-1	1	1	-1	1	-1	657.9698	10.991999	-0.0656231680007487	5324	2355.5	7.87	6.3	    47.9309e-009	   3.8712e-08
21	1	-1	-1	-1	-1	1	1	-1	-1	1	1	1	1	-1	-1	653.679	7.02834555555556	0.022553596630379	1133	836	506	419	    31.1259e-009	   2.5804e-08
18	-1	-1	1	-1	1	1	-1	-1	1	1	-1	1	-1	-1	1	644.643	11.801659	0.01038669590018	657	199	2.28	1.79	    25.7502e-009	   1.2544e-08
17	1	1	1	-1	-1	0	0	0	0	0	0	0	0	0	0	656.248	10.5808955555556	-0.0294580069738809	2091	1183.9	10.07	8.52	    47.9109e-009	   3.2766e-08
20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	656.3859	7.938015	-0.00314650865012594	1164	393.5	11.09	8.84	    41.9680e-009	   3.8478e-08
